"","cod","lat","lng","intrusion","variation","flag_variation","v1","v2","v3","v4","v5","v6","v7"
"2330",28512,40.3348303,-3.2483058,3,0.6,"neg",5.82895974279381,66.2034814024553,4019.42178551108,6579.32664682157,3.23426517650055,2621.96294446476,358.54006763918
"2331",28514,40.3755972,-3.2483058,1,35.7,"neg",37.2957128747366,-186.568966083609,1695.71343134157,5529.89783873782,-2.61728714293618,4890.3917348478,331.557951026236
"2332",28521,40.3426361,-3.5053993,3,0,"null",45.7566610118374,150.403082939603,2312.3304287903,2525.28985086828,1.1591695278561,1145.99764277227,342.27919935726
"2333",28529,20.5612642,40.5788135,1,39.7,"pos",30.2033426829148,-393.031229657412,4881.07180157676,3183.69716331363,40.8104367970925,5754.58322050981,305.062046207056
"2334",28530,40.2269749,-3.4498346,3,17.8,"pos",26.6500286601949,-165.810288415557,1903.86793231592,2470.91344287619,-4.69469231807123,4349.62899819948,347.675346847852
"2335",28540,40.2299292,-3.3489671,8,100,"pos",6.39872750197537,275.370455106083,6161.79487914778,5744.1601768136,2.04793379141677,4721.90396925434,330.677100516348
"2336",28550,40.2363342,-3.3036439,9,41.8,"neg",15.6994813855272,752.396308891733,1150.83362790756,2807.39655960351,-0.0939542251408945,3734.93575942703,342.029050584944
"2337",28560,40.2532121,-3.2483058,4,3,"pos",42.7410861307289,526.957107153029,5124.64081686921,1006.43773456104,0.280071743620765,6925.89038680308,331.006531924314
"2338",28570,40.2899135,-3.2131232,3,11.5,"pos",38.8134647379629,-262.688343868812,1331.30389000289,1162.29456984438,2.35273783355342,4142.40814694203,347.478720843118
"2339",28580,40.3365031,-3.1880083,7,11.8,"pos",13.1738186692819,-272.710574587022,5100.62443106435,5667.54838237539,-3.91008402313165,5619.7511841543,332.120016410082
"2340",28590,40.1604092,-3.2784825,3,44.8,"neg",24.9677235386334,875.928759540346,4169.45528043434,5423.78064948134,-1.34569417705494,4475.18752599135,331.311951140988
"2341",28595,40.1344206,-3.1077277,8,95.7,"pos",29.8188986701425,-88.1336080920645,3603.97546314634,2938.37117007934,5.54520506535284,1993.00183998421,365.783757658391
"2342",28596,40.2361001,-3.1277854,5,0,"null",6.9599909868557,-8.46425799811584,565.011074254289,2744.58285481669,0.572871010285103,5199.30366026238,328.762428697673
"2343",28597,40.1123298,-3.1679257,5,0,"null",45.0065148132853,106.024013007554,1022.49274943024,627.564371330664,6.0655249642967,6223.11065834947,345.403873704885
"2344",28598,40.0685963,-3.2684215,37,437,"pos",45.538895128062,456.642688056994,962.635370809585,451.620978442952,4.79755134003829,412.877629278228,324.184167229446
"2345",28600,40.3008613,-4.0082563,3,3.7,"pos",48.4860145142302,354.312519054275,4108.48745680414,6691.53475738131,2.70907582402727,5113.6084463913,328.002315629057
"2346",28607,40.2350808,-3.9929453,1,7.1,"pos",15.655028577894,-20.9960472615087,6371.12764660269,934.919285727665,-0.934959716656233,1991.71658814885,337.172041530543
"2347",28609,40.3486012,-4.100217,2,0.7,"neg",29.8710344624706,496.32381093359,5499.76331084035,2182.53178438172,-10.2291728378768,6677.64293472283,332.3807861248
"2348",28610,40.2965568,-4.1309067,1,100,"pos",49.9793005196843,591.345485745177,1805.57961664163,2145.26433553547,4.87793821013857,669.677555561066,348.783270592515
"2349",28620,40.3034305,-4.2230836,5,100,"pos",7.46316357678734,400.709262636003,1263.3421075996,4407.69694722258,4.89416035539291,1638.4976294823,343.473086729887
"2350",28630,40.2800219,-4.3051542,4,7.1,"pos",35.9492818773724,-287.268982463719,6056.55370941386,3418.13483620062,1.35543801538215,6599.24006951042,337.256513127333
"2351",28640,40.2957657,-4.4284985,6,354,"pos",24.0435338788666,-28.7432387293638,2642.3568692524,2967.63983746059,2.45631811025753,4398.46040816046,332.199800492694
"2352",28649,40.3076754,-4.5160396,12,100,"pos",47.5065755704418,-22.868877399269,1987.91367760859,4880.27349361219,0.607098875942646,2327.04478059895,357.288776712998
"2353",28650,40.2518038,-4.5108862,18,0,"null",18.7529790187255,38.4829919335231,3163.22211553343,2686.58896773122,-14.1984025892566,6047.76440635324,338.418825723531
"2354",28660,40.4124967,-3.8706208,0,33.1,"neg",43.1051160404459,-542.051314810122,2598.28729489818,4682.21450326964,-2.48926757903769,4707.02716708183,332.703993970214
"2355",28668,40.3996431,-3.8362694,5,0,"null",41.0181913019624,-339.869726165443,5327.54312078469,3058.47798259929,-3.04726105927612,6396.75415884703,333.997664998917
"2356",28669,40.43148,-3.9113634,1,23.5,"pos",48.0238185005728,-451.481180032965,451.47725562565,2857.23669542931,4.75842421641353,5281.74585611559,327.679104874136
"2357",28670,40.3542644,-3.9368439,2,28.6,"neg",19.0903995125555,162.413924823618,4919.09687318839,2208.17702724598,6.66710979377642,6482.44508230127,342.644401627596
"2358",28680,40.3690273,-4.3770704,3,13.4,"neg",36.833857342368,-156.431236397066,785.352302948013,3985.45888424851,-0.849710127043178,3523.64858724177,336.70813149279
"2359",28690,40.3929031,-3.9980485,1,2.6,"pos",42.8715697776061,41.1263828488862,6479.40428163856,3253.12689216807,2.64728751337878,6046.96166045032,334.662678437353
"2360",28691,40.4539502,-3.9980485,1,29.3,"neg",12.5766529133543,149.600076918241,1819.68393018469,978.240320645273,3.88441822272122,6258.56246640906,352.025505059671
"2361",28692,40.4606098,-3.9521382,2,0,"null",34.361307938816,-174.477866441437,4588.0406789016,5700.19622631371,-0.812446484374336,3571.10308380798,341.767539357289
"2362",28693,40.411129,-4.0593255,1,31.4,"neg",30.3598491901066,743.886715730826,2983.36308570579,4406.85130022466,12.1430682966676,6728.52041404694,350.741493891113
"2363",28694,40.3702096,-4.2077095,5,0,"null",2.4703413839452,-3.64700871549891,2033.78272531554,5797.68031779677,-8.50251228130366,6800.55587501265,331.97264943439
"2364",28695,40.3834193,-4.264103,3,5.3,"pos",10.2295929747634,-126.29913557469,6774.89233026281,1711.28462948836,0.513716198300638,5811.391242221,331.421393365542
"2365",28696,40.3554915,-4.3308274,1,36.2,"neg",17.7355622986797,188.431874404559,1603.90073000453,4116.41978290863,4.57815327506286,3506.95316772908,349.502754781499
"2366",28700,40.2867999,38.8126041,3,22.2,"neg",45.597338027088,119.773821681668,4247.93227980845,2604.50160717592,43.5788665046503,5386.30431173369,339.186308577248
"2367",28707,40.6140744,-3.6065848,1,100,"pos",19.5363393130247,-247.580927782314,1231.01249672472,3279.66471384279,8.07376345691418,1239.06050273217,347.523114667635
"2368",28708,40.5868781,-3.5838002,8,0,"null",30.6897638991941,-66.8510120112714,5255.26952631772,4347.13703743182,0.928332693186941,4477.19130432233,334.531983240238
"2369",28710,40.6912058,-3.5711466,3,0.2,"pos",36.8062362484634,240.186914111371,2146.31815534085,5852.15439884923,1.42952463939548,2380.02853496,324.802899228877
"2370",28720,40.8381772,-3.7232005,1,92.5,"pos",11.6313288279343,-273.133828147804,3087.41091256961,6706.46837069653,-3.60735012947228,2653.72966094874,344.110902518006
"2371",28721,40.8162899,-3.6167146,8,0,"null",2.16275705187581,441.877412128183,2303.92333702184,1606.4691606909,4.19750577078755,1454.34823199175,319.279731029706
"2372",28722,40.7721977,-3.5711466,9,0,"null",12.3097132442053,-71.4502306975062,1235.11220361106,4463.86304604821,0.576252155028309,4488.86341867037,346.066810200914
"2373",28723,40.7507033,-3.6116494,1,5.6,"pos",11.3060718581546,276.242229369928,5770.65906049684,6603.12404925935,-6.31962722501446,2529.71526831388,331.228018298421
"2374",28729,40.824802,-3.6673942,2,0,"null",5.84962916118093,132.815851858463,641.034932527691,5440.75824073516,-2.39414211566323,1730.98910180852,315.185286934575
"2375",28730,40.9875646,-3.6268464,5,0,"null",11.5409584722947,-157.066812368032,2526.11208036542,2575.14757402241,0.08931594277569,4579.98805516399,333.810535976824
"2376",28737,41.0522387,-3.6521849,3,7.6,"neg",22.475439066533,222.814742563914,6378.3861360047,5801.27122919075,-1.52433205003313,6170.47900399193,338.646131101292
"2377",28739,41.0100174,-3.7130493,5,100,"pos",39.7389122298919,-57.9855028037472,4003.09632071294,2839.65592565946,3.54678741329307,2145.63361564651,338.719394680024
"2378",28740,40.908725,-3.8808034,1,0,"null",25.9767898877617,-150.753179757316,2365.07102623582,5466.0907195881,10.4517104365097,1332.06279589795,352.669134472464
"2379",28742,40.9670681,-3.7943157,7,196.3,"pos",43.6534377567004,485.177914003714,548.24894121848,4386.87285589986,-0.674938353668224,1441.24747491442,334.234671840189
"2380",28743,40.9085354,-3.7333537,6,100,"pos",17.2413175767288,371.902578306165,6190.84115480073,4977.9210051056,-3.86072183925674,6588.56934490614,344.115095940086
"2381",28749,40.9253877,-3.8349976,2,5.4,"neg",16.1123045776039,64.1243117174285,2217.53778401762,5816.27511652187,3.48276016187057,2931.46338844672,334.761196763227
"2382",28750,40.6844082,-3.6268464,1,11.2,"neg",12.1756058172323,179.857841124328,5356.45178807899,2987.2688387055,-12.6810896170437,2287.39796676673,341.98934189198
"2383",28751,40.8720197,-3.6116494,3,46.3,"neg",20.1385375384707,-250.920389726172,1991.14730423316,3700.67201419733,5.41751382565256,2396.68487971649,357.671741613963
"2384",28752,40.9117667,-3.6319131,12,0,"null",42.8591630428564,-543.192559857767,2574.94157869369,6747.12023772299,-5.3038825380919,4808.38125911541,353.234202666933
"2385",28755,41.0937662,-3.6116494,10,100,"pos",18.5191162899137,357.647589500366,5800.61270245351,4154.36227321625,8.56428323597029,1596.65767811239,355.428981180412
"2386",28756,41.1352503,-3.5711466,66,100,"pos",31.4405393903144,-350.818305253566,6777.86013083532,2736.7251208052,6.87735798331776,6644.43758400157,344.64902201979
"2387",28760,40.6056371,-3.7130493,1,0.4,"pos",42.7452916291077,56.273958386612,1297.82577510923,6492.81640127301,-3.54057599816848,728.181350696832,330.506635946072
"2388",28770,40.6762828,-3.7232005,2,25.8,"neg",29.6430285274982,-247.361541178719,4294.24873408861,6369.62102339603,2.78315499003692,3566.15059510805,350.624977908029
"2389",28791,40.7448572,-3.7943157,1,10.5,"pos",14.9387824004516,790.710447918176,5275.6484976504,402.196688810363,-1.25584151545748,456.536270212382,335.296913042651
"2390",28792,40.8062107,-3.7739869,2,23.7,"pos",33.5168366951402,118.680378352739,4639.81863558292,2094.2502267193,-2.24624879120143,1821.30114841275,352.661902341348
"2391",28794,40.7683802,-3.6927531,0,32.3,"neg",49.3414308896754,-3.87500240662878,4876.10967480578,5979.94239749387,1.31817357574525,1284.32428049855,340.305123888614
"2392",28801,40.4816426,-3.366604,4,338.6,"pos",42.8972258139402,559.488169413519,3878.80302178673,3339.75021294318,-5.45879386087636,1621.11878283322,336.706965336941
"2393",28802,40.4761176,-3.3817264,3,41.9,"neg",10.1042070894036,-489.005747765559,6500.93347039074,1818.52059103549,10.06649282177,2634.06208590604,345.602150735898
"2394",28803,40.4604184,-3.3968535,3,0,"null",20.4586422587745,-288.320994806354,3342.14464970864,5626.54377301224,6.69364850275194,2379.57309461199,335.283288983989
"2395",28804,40.4800469,-3.3338547,2,35.3,"neg",48.6004024797585,435.917164518728,3249.22451372258,4060.39924323559,2.99620592350325,2422.87019109353,326.867551672461
"2396",28805,40.5108369,-3.3237824,2,12,"neg",13.079591259826,-134.481101624962,6677.27480866015,749.563555791974,6.8675882200348,6399.21701024286,341.411496032211
"2397",28806,40.5134295,-3.4094629,2,21.3,"pos",32.7874915257562,488.967068275368,3050.57088267058,1187.19506426714,5.09133717281803,5071.81860776618,347.981297414967
"2398",28807,40.4873807,-3.365974,5,0,"null",47.6979889052454,277.361378986028,3039.13285420276,1124.39555842429,3.66174658961946,1068.13951758668,335.175005983169
"2399",28810,40.4349874,-3.3086778,2,22.1,"neg",39.7868784726597,424.952426646624,3318.972724583,5362.25376240909,1.4282673873359,6883.94093913957,347.138659786025
"2400",28812,40.4180094,-3.1880083,4,100,"pos",38.7732566404156,410.416233409171,4350.55283312686,4771.98714828119,5.43337815279981,6941.64457614534,335.054476750092
"2401",28813,40.3931066,-3.3489671,4,60.4,"pos",20.4062015803065,6.24996712085554,5025.87608359754,3662.60330541991,-7.62597009763033,2523.62375077792,340.760846624469
"2402",28814,40.5528731,-3.4498346,1,6.4,"pos",40.513035811251,-156.601099917003,958.843920845538,3996.20524742641,4.76114854775721,1862.32383530587,342.258965953647
"2403",28815,40.6352609,-3.4094629,0,100,"pos",18.3084323348012,138.755803469077,4935.45881574973,2479.52460758388,-5.95016989239491,3447.17890056781,364.934967191973
"2404",28816,40.5958592,-3.3691241,1,29.5,"pos",11.3780787792057,2.7379176919343,6220.40911410004,2550.41288607754,-2.85452951193885,5917.25062076002,327.723403748881
"2405",28817,40.5180591,-3.2483058,3,114.8,"pos",32.7668419471011,489.247797701224,5666.8282254599,6296.72181024216,-4.4996607674528,2470.79887092113,343.341574774369
"2406",28818,40.4570464,-3.2483058,4,0,"null",21.8606581841595,108.498117472859,2631.44954321906,2206.120912591,6.31878765330689,4464.40048683435,337.604758735859
"2407",28819,45.962601,8.5612029,13,100,"pos",2.35828080493957,-48.3340763705719,4169.44531351328,6708.74064583331,11.610838231695,5328.50961554796,345.105881013792
"2408",28820,41.0306786,39.0041881,3,21.7,"neg",28.6756589517463,-19.0679783400017,6339.77451585233,2065.3625766281,38.0513387898036,3508.3191968035,326.856864111677
"2409",28830,40.4290529,-3.5104537,3,41.6,"neg",10.2216748225037,106.712563899789,3303.22064510547,2050.71424529888,0.549510263314858,563.026418397203,339.785972268875
"2410",28840,40.40467,-3.4750836,4,17.9,"pos",16.0333805608097,-104.168950247916,6858.95090531558,5617.13696033694,-4.47180189514281,1110.42629312724,336.996072274869
"2411",28850,40.4715678,-3.4498346,3,0,"null",18.6232477186713,-337.91417311088,5608.96956180222,1576.73118286766,7.19511068210305,4116.67167739943,347.706331427868
"2412",28860,40.5097994,-3.5306765,1,3.6,"neg",34.6238048085943,403.492487586614,3024.27551872097,2106.75066350959,1.19791421784392,4860.88968846016,339.502611532207
"2413",28861,40.477298,-3.5129811,9,0,"null",31.6579265051987,409.406719526678,4137.47484833002,1640.04354565404,-1.28599690910531,6776.41892419197,339.173892461894
"2414",28863,40.5664371,-3.5053993,1,47.3,"pos",40.9312383658253,617.808539723994,1356.37952471152,2707.04236519523,-8.11671669833961,2067.43586985394,346.902614396067
"2415",28864,40.5313472,-3.4902391,3,29.1,"neg",5.04333736537956,75.2787851450714,1590.95022049733,5091.01407714188,5.79577526736978,4669.68253990635,336.115615387804
"2416",28880,40.5564136,-3.3288183,1,38.1,"pos",15.3927683359943,305.436391060823,3416.12445781939,4222.57375726476,3.01777294712403,3902.39646038972,337.793090142127
"2417",28890,40.3913436,-3.4094629,4,22.3,"pos",29.1384987242054,-15.057894546354,4020.56923536584,5275.0102750957,-2.1161744492298,6256.95527656935,341.0027951051
"2418",28891,40.3691747,-3.4700327,1,48.2,"neg",37.1016676095314,-225.417934330718,4021.12063998356,3242.88065605797,-0.947305644620124,5245.56176057085,340.914282419837
"2419",28901,40.2847043,-3.7282769,9,0,"null",18.2952584333252,-302.049255361226,3247.03479376622,606.810729205608,0.123270830532897,1294.7885257192,339.950034560597
"2420",28902,40.3114339,-3.729546,4,8,"pos",9.19331522961147,-153.002844118886,717.537284456193,4055.64782018773,-2.16203847892664,4852.14784429409,330.723713323964
"2421",28903,40.3156239,-3.7181247,2,5.6,"pos",5.66013205470517,395.072133627888,4976.94753995165,4119.96115935035,-6.71245817292984,1856.36588158086,327.349602276962
"2422",28904,40.3111887,-3.7371617,6,0,"null",19.7669299349654,31.7644177694233,5140.1756064035,5548.72229923494,-5.23467086622454,2687.38287771121,355.461181793571
"2423",28905,40.2942493,-3.7485874,2,11.3,"neg",49.4994095985312,-24.8921644384682,6109.18329847045,2413.83894816972,4.11316308969768,2057.1223070845,333.617342588761
"2424",28906,40.2958787,-3.6978264,11,8.1,"pos",2.88461094838567,116.745956073802,5452.10673594847,6266.95569423027,0.137577278867867,2161.03774569929,343.776155702356
"2425",28909,40.3030605,-3.6319131,0,74.1,"pos",22.0581596812699,-17.5527958911053,2484.13521214388,4553.95931173116,5.62626723149627,4414.16089814156,333.559031839115
"2426",28910,-22.8863251,-42.0361151,14,100,"pos",33.6923488099128,-252.576379491042,5822.42093272507,3068.25008308515,-46.6939646722524,3341.53140285052,288.419101980523
"2427",28911,40.3280428,-3.7676359,3,33.3,"neg",43.329382533906,-175.350331140507,1337.80051232316,5604.03191745281,9.06047653764893,6868.98994902149,348.104013004452
"2428",28912,40.3333039,-3.7625556,3,37.3,"neg",28.1084674827289,-152.353948062333,4258.79763751291,2934.82708754018,1.26664716606955,6812.93184668757,325.425364423497
"2429",28913,40.3349467,-3.7708113,6,30,"neg",20.7956787813455,130.928955597751,6882.65114026144,2016.4571385365,-3.07577450990904,3965.86515139788,347.440289758596
"2430",28914,40.3182536,-3.7943157,1,27,"neg",19.6037431538571,-85.6082585345869,2995.82924372517,918.952886713669,-0.426669735296769,3488.91594032757,341.865683086424
"2431",28915,40.3324002,-3.7511268,7,11.4,"pos",30.8191234923434,205.972050563181,1027.32722400688,612.375058699399,-2.92228489014797,5371.95758963935,320.411302769151
"2432",28916,40.3378242,-3.74097,7,0,"null",34.2181596863084,399.754040325946,1089.48900210671,5479.11441512406,2.55437839275665,5370.16822150908,333.069627224649
"2433",28917,40.3568849,-3.7816093,3,40.7,"pos",44.5128408116288,-1015.00807491504,1478.35091827437,4359.07393749803,-8.24711015865192,3162.63628923334,337.380288611287
"2434",28918,40.3442317,-3.7790684,4,18.1,"neg",10.2993444867898,96.1316743183424,1827.01421491802,5019.29319039918,3.59410615809977,3015.50949946977,338.245476436496
"2435",28919,40.3560651,-3.7282769,4,0,"null",18.1995391193777,175.193802104461,4050.05378355272,2848.95288399421,-0.521445519688846,3128.68741019629,322.854263601374
"2436",28921,40.3489738,-3.8286389,10,0,"null",17.0201842435636,225.632548662204,3024.48545102961,481.866519339383,4.33953050587248,503.389286296442,357.401327143642
"2437",28922,40.3570031,-3.8553507,1,13.5,"neg",1.83700149902143,-374.944156443578,6699.68399233185,4850.12970874086,-3.00389438859758,913.256096746773,334.330454480956
"2438",28923,40.3404353,-3.8171953,3,48.1,"neg",34.9638610775582,615.995418706889,2955.56980385445,2685.23450680077,-2.15291222072612,1867.8651698865,356.982686751999
"2439",28924,40.347013,-3.8108388,7,0,"null",17.9001982815098,738.075791267136,5430.13298502192,3671.84490938671,-1.92438598695822,1278.93506670371,352.58818602617
"2440",28925,40.3957086,-3.8413925,2,32.1,"neg",1.3635301743634,-1.19649246471683,4487.20836578868,4228.76804196276,10.9916099663181,2367.15063676238,340.98675168862
"2441",28931,40.3248633,-3.8642577,5,19.3,"neg",44.2392182103358,415.933682989241,3487.17345790938,5482.17899594456,-6.98494408201095,4801.84897347353,347.223698357059
"2442",28932,40.332592,-3.8617127,9,14.3,"neg",1.09345320356078,488.713387707235,5052.67046974041,4525.15866551548,3.877307986944,6610.05670824088,334.880737483002
"2443",28933,40.3334839,-3.8731663,2,36.9,"neg",43.404170907801,34.7459845740751,1967.16822907329,6341.61027641967,3.99427347610863,817.158905556425,332.99246984999
"2444",28934,40.3195121,-3.8718935,8,0,"null",43.4646378816105,-60.9678839509033,5844.13664396852,5240.45309731737,-4.99121531350614,6201.08848656528,348.991452716804
"2445",28935,40.3141928,-3.9164585,4,20.8,"neg",18.3131063429173,99.695295925195,6974.37133332714,3624.43253481761,2.88704809301207,5472.97595655546,328.082080664649
"2446",28936,40.3139455,-3.8477173,4,30.6,"neg",45.2490401463583,-129.872923676313,1389.92012110539,2183.64261970855,-5.20906533201686,5733.29977183603,329.476221863596
"2447",28937,40.3224846,-3.8591678,5,39.3,"neg",13.0928110470995,-195.4082422321,5935.5242759455,2413.8767613098,-4.6130219471898,3077.40367357619,355.667180668401
"2448",28938,40.300778,-3.8604402,8,0,"null",49.5188112249598,115.663545434509,5558.59551648609,4817.78168533929,-1.32930861437248,1382.61932837777,344.148893779542
"2449",28939,40.2734026,-3.9164585,2,0,"null",25.0242012431845,266.412486969594,4433.11094245873,6314.52849842608,-5.55414790167059,784.471161663532,334.703218668538
"2450",28940,34.3398069,-94.5627086,16,0,"null",14.9619124475867,-136.585665149916,3457.44062182494,4995.99582590163,-92.5211768424522,5779.8779277131,345.921486049171
"2451",28941,40.2950623,-3.8019411,5,48.6,"neg",5.92437703418545,242.724671977996,2801.27575905062,6047.88183346391,-5.14207991536173,2098.27092047781,337.965351765158
"2452",28942,40.3017902,-3.8299106,4,4.9,"neg",6.41388463508338,259.977042544724,5943.49008635618,807.053086860105,-5.8510197084129,5137.15069196187,340.974172571964
"2453",28943,40.2846965,-3.8070253,9,0,"null",14.6742316791788,506.164831695885,1244.39118583687,5022.90229150094,0.939561095394305,2652.39756335504,339.325916155808
"2454",28944,40.2748289,-3.7968574,4,14.6,"neg",29.2874748494942,391.103058702103,6315.74187655933,6887.16127960943,6.54244951603136,4983.41042287648,343.899205919543
"2455",28945,40.2906277,-3.7816093,5,47.8,"neg",27.721846039407,194.753642759961,1744.36904485337,5716.83987807482,-3.62679345445945,2932.49050071463,359.535100434335
"2456",28946,40.2728593,-3.7790684,14,45.7,"pos",47.8450868958607,253.183701690685,5163.20839417167,5095.54978380911,5.78167501479215,4333.34353631362,326.637859863453
"2457",28947,40.2636452,-3.7485874,5,24.9,"neg",16.339396561496,-427.50472937633,5716.3835986983,5712.10267548449,-5.67719895185246,5856.39290194958,342.634110097233
"2458",28950,40.2543655,-3.8757119,2,31,"neg",36.6663904613815,-167.604930701654,3945.73365505785,4789.83258851804,-3.0737403747014,1620.21228014491,343.742187098819
"2459",28970,40.2507841,-3.8299106,9,13.3,"pos",20.3696587334853,-545.674645495418,5802.55503039807,2242.55138747394,4.72759691003326,2816.14014022052,331.518853353306
"2460",28971,40.2198231,-3.8400851,1,12.4,"neg",17.1173169473186,152.324987379648,2293.10996374115,5203.28365499154,-6.56131056005276,4258.91233854927,330.181210935279
"2461",28978,40.1891826,-3.8400851,2,21.5,"pos",42.29652876826,498.317259062715,4588.25554242358,3082.51543939114,3.50359345563003,2400.92206280679,339.652790015091
"2462",28979,40.2082567,-3.8808034,3,0,"null",4.90109977824613,-141.711517428749,5575.75440858491,6124.90413412452,-1.71952128003621,2442.29861381464,350.753096109342
"2463",28980,19.2597249,-103.741226,3,30.9,"neg",6.03354631736875,30.9078214503927,3847.04939168878,4089.31375606917,-101.788160931595,5267.47840838507,328.382158381343
"2464",28990,40.1766835,-3.7536663,2,0,"null",22.8886185409501,84.3287531634909,1076.79864983074,929.154657386243,-7.90553231881299,5497.75468120351,336.532875775369
"2465",28991,40.200737,-3.7993992,2,49.1,"neg",36.1635197114665,54.578401855495,4315.91726765037,4314.0781939961,-4.83736977632252,3532.63912345283,351.937969064385
"2466",29001,36.7141686,-4.4227103,4,0,"null",39.3701253479812,-255.538259803278,4415.66477683373,1806.92622666247,-2.91889118568512,6819.62589733303,329.981782615655
"2467",29002,36.7091025,-4.4323576,7,0,"null",38.6865932913497,33.0075798659526,3161.34238434024,5734.35325664468,-0.88791143234238,3173.84438547306,331.177782458874
"2468",29003,36.7004563,-4.4477968,9,49.2,"pos",36.5723806614988,478.40973569305,6362.77629183605,4038.50480201654,-3.77750149969212,2528.33229424432,360.625075893965
"2469",29004,36.6819541,-4.474826,1,36.3,"neg",43.9501099509653,195.356951574722,1302.60472167283,1300.20654615946,4.80991643451214,3859.87950060517,328.953193692198
"2470",29005,36.7195014,-4.4239965,1,0,"null",33.5376960227732,179.785359045462,3627.34870901331,2979.33349302039,-3.03434770072018,4656.75738258287,324.750180638985
"2471",29006,36.7038675,-4.4645276,3,13.6,"neg",35.6290245314594,424.225047484431,1379.41660596989,1169.95025472715,0.108781052900842,4475.99157807417,328.066299558578
"2472",29007,36.7166948,-4.4452233,2,65.7,"pos",22.4883917304687,664.862390312434,4992.38591496833,938.394689327106,-4.68862454621623,5431.54922672547,347.848721634779
"2473",29008,36.7235841,-4.4227103,5,59,"pos",40.9386934502982,-86.8273940919403,2002.68791699782,4162.98886775039,-9.05118480152221,2576.57723557204,335.134060032925
"2474",29009,36.7273803,-4.4291416,2,7.7,"neg",2.5129394447431,392.505159822729,3675.43713464402,885.083269746974,-3.0807578367828,2677.26512667723,324.188669956044
"2475",29010,36.7227954,-4.4619533,3,9.9,"neg",4.8144949900452,96.1394463766485,2802.79985587113,2107.28813810274,-1.11832978889596,5740.7016413752,331.739562350987
"2476",29011,36.7386916,-4.4323576,3,3.7,"pos",19.9519094009884,710.952142744753,679.564015939832,514.482984226197,-7.66482550997909,5247.4426120054,320.121974970052
"2477",29012,36.7279999,-4.4124219,3,40.8,"neg",32.5328489081003,49.5861827966236,2725.36146161146,6859.38203381374,-6.70991487807983,6885.0485028699,330.90305149365
"2478",29013,36.736765,-4.4117789,3,23.8,"pos",35.9127160762437,507.917990919564,1774.30365192704,2330.8950593695,-5.1716674026927,2178.85019490495,346.001282570389
"2479",29014,36.7512225,-4.4207811,4,15.6,"pos",5.93044339446351,-222.871121678737,1504.56321071833,5477.87436018698,6.8082910201801,1482.75367734022,353.746795475035
"2480",29016,36.7250886,-4.4002069,1,11.1,"pos",47.1042463416234,-312.892569031192,6241.12976980396,2005.49539858475,-1.83685799572238,3174.69463022426,343.381406359956
"2481",29017,36.7222342,-4.3680755,2,8.2,"neg",18.8218742278405,147.96863470642,1607.9568488989,6683.53523369879,-0.479232286148528,3752.01230994426,338.628781130101
"2482",29018,36.7399531,-4.3616516,1,0,"null",15.5134365977719,210.721528555892,2915.72935883887,6918.02763859741,-5.81203367293701,4062.92685656808,327.928099492106
"2483",29100,36.70739,-4.7898731,3,10.9,"pos",42.5806762618013,131.489399998397,4708.640385326,586.737219570205,-1.36652227490164,1654.6030767262,334.98246316346
"2484",29110,36.6291087,-4.8624355,4,0,"null",31.8180134051945,73.2960138329287,2729.90793120116,760.951296333224,11.1090664516892,5722.39061407745,320.82411417085
"2485",29120,36.6365551,-4.6760395,3,29.1,"neg",29.3586625687312,364.29607152843,889.198790630326,3098.85009815916,3.40174473240123,2463.37177827954,362.476648978268
"2486",29130,36.662093,-4.5727598,2,57.2,"pos",43.5739457006566,-85.3488373796417,2991.64261440746,2203.30089014024,0.837345388219817,1682.12169660255,323.98898034297
"2487",29140,36.6588684,-4.5160396,2,108.3,"pos",27.5847486541606,161.555675750826,6444.32411403395,4825.19568852149,7.23632411000379,1912.59932396933,332.519402972902
"2488",29150,36.8445149,-4.5830789,3,100,"pos",41.7545441978145,126.365029794586,2654.01715575717,5875.90490328148,-2.78541385646776,2487.31762114912,345.71903365196
"2489",29160,36.8825778,-4.4284985,13,0,"null",30.5463276111986,36.7873905891984,1899.63432815857,3396.8605323229,0.393966258037422,5559.77222630754,333.4718227282
"2490",29170,36.9078266,-4.3256918,5,0,"null",29.9605357032269,-40.6083415160089,740.463855210692,737.144429469481,2.36772426757899,2819.67577715404,342.747564060808
"2491",29180,36.9307762,-4.2846246,9,185.7,"pos",9.12058862484992,117.973782428838,6372.63582493179,4510.08922485635,5.78808017109346,1273.28385319561,350.50617098026
"2492",29190,36.8092822,-4.3770704,1,96,"pos",13.8983509638347,96.0197288780851,1038.75900278799,3105.67761734128,-3.71551482019305,6173.46584252082,324.139400662415
"2493",29196,36.6987501,-4.5289253,3,92.2,"pos",22.809302407084,58.3561361967508,462.294917786494,703.473055269569,-3.57515660719662,4653.97391165607,348.456515543748
"2494",29197,36.758141,-4.3051542,37,125,"pos",42.3283293601125,197.362205198338,2711.10052019358,4968.21898347698,2.56115891567774,3700.80303940922,329.468488517698
"2495",29200,37.0161658,-4.5830789,3,48,"pos",30.9989171330817,233.354197023013,6647.07566327415,3876.3405253645,-0.313580548984919,6999.67091488652,327.159800275588
